profession,nation,created,count
Early Years Practitioner,England,2021-04-01,53.0
Early Years Practitioner,England,2021-04-02,31.5
Early Years Practitioner,England,2021-04-03,21.333333333333332
Early Years Practitioner,England,2021-04-04,16.75
Early Years Practitioner,England,2021-04-06,20.4
Early Years Practitioner,England,2021-04-07,23.833333333333332
Early Years Practitioner,England,2021-04-08,27.571428571428573
Early Years Practitioner,England,2021-04-09,29.0
Early Years Practitioner,England,2021-04-10,26.77777777777778
Early Years Practitioner,England,2021-04-11,24.2
Early Years Practitioner,England,2021-04-12,27.727272727272727
Early Years Practitioner,England,2021-04-13,28.083333333333332
Early Years Practitioner,England,2021-04-14,28.615384615384617
Early Years Practitioner,England,2021-04-15,28.5
Early Years Practitioner,England,2021-04-16,29.933333333333334
Early Years Practitioner,England,2021-04-17,28.3125
Early Years Practitioner,England,2021-04-18,26.941176470588236
Early Years Practitioner,England,2021-04-19,30.11111111111111
Early Years Practitioner,England,2021-04-20,31.63157894736842
Early Years Practitioner,England,2021-04-21,32.8
Early Years Practitioner,England,2021-04-22,36.04761904761905
Early Years Practitioner,England,2021-04-23,37.09090909090909
Early Years Practitioner,England,2021-04-24,36.56521739130435
Early Years Practitioner,England,2021-04-25,35.208333333333336
Early Years Practitioner,England,2021-04-26,35.88
Early Years Practitioner,England,2021-04-27,36.88461538461539
Early Years Practitioner,England,2021-04-28,37.77777777777778
Early Years Practitioner,England,2021-04-29,38.214285714285715
Early Years Practitioner,England,2021-04-30,38.89655172413793
Early Years Practitioner,England,2021-05-01,37.3448275862069
Early Years Practitioner,England,2021-05-02,37.06896551724138
Early Years Practitioner,England,2021-05-03,37.41379310344828
Early Years Practitioner,England,2021-05-04,40.06896551724138
Early Years Practitioner,England,2021-05-05,40.666666666666664
Early Years Practitioner,England,2021-05-06,41.03333333333333
Early Years Practitioner,England,2021-05-07,42.0
Early Years Practitioner,England,2021-05-08,40.56666666666667
Early Years Practitioner,England,2021-05-09,39.96666666666667
Early Years Practitioner,England,2021-05-10,42.3
Early Years Practitioner,England,2021-05-11,44.4
Early Years Practitioner,England,2021-05-12,44.43333333333333
Early Years Practitioner,England,2021-05-13,46.03333333333333
Early Years Practitioner,England,2021-05-14,46.3
Early Years Practitioner,England,2021-05-15,45.666666666666664
Early Years Practitioner,England,2021-05-16,44.233333333333334
Early Years Practitioner,England,2021-05-17,46.1
Early Years Practitioner,England,2021-05-18,47.5
Early Years Practitioner,England,2021-05-19,47.333333333333336
Early Years Practitioner,England,2021-05-20,47.03333333333333
Early Years Practitioner,England,2021-05-21,49.63333333333333
Early Years Practitioner,England,2021-05-22,46.733333333333334
Early Years Practitioner,England,2021-05-23,45.13333333333333
Early Years Practitioner,England,2021-05-24,46.233333333333334
Early Years Practitioner,England,2021-05-25,48.4
Early Years Practitioner,England,2021-05-26,48.666666666666664
Early Years Practitioner,England,2021-05-27,48.0
Early Years Practitioner,England,2021-05-28,47.43333333333333
Early Years Practitioner,England,2021-05-29,46.2
Early Years Practitioner,England,2021-05-30,44.46666666666667
Early Years Practitioner,England,2021-05-31,44.46666666666667
Early Years Practitioner,England,2021-06-01,45.6
Early Years Practitioner,England,2021-06-02,45.9
Early Years Practitioner,England,2021-06-03,44.8
Early Years Practitioner,England,2021-06-04,43.7
Early Years Practitioner,England,2021-06-05,42.4
Early Years Practitioner,England,2021-06-06,40.166666666666664
Early Years Practitioner,England,2021-06-07,41.6
Early Years Practitioner,England,2021-06-08,42.7
Early Years Practitioner,England,2021-06-09,43.233333333333334
Early Years Practitioner,England,2021-06-10,43.2
Early Years Practitioner,England,2021-06-11,42.4
Early Years Practitioner,England,2021-06-12,39.93333333333333
Early Years Practitioner,England,2021-06-13,38.8
Early Years Practitioner,England,2021-06-14,39.96666666666667
Early Years Practitioner,England,2021-06-15,42.166666666666664
Early Years Practitioner,England,2021-06-16,41.766666666666666
Early Years Practitioner,England,2021-06-17,42.4
Early Years Practitioner,England,2021-06-18,41.6
Early Years Practitioner,England,2021-06-19,40.233333333333334
Early Years Practitioner,England,2021-06-20,36.1
Early Years Practitioner,England,2021-06-21,36.733333333333334
Early Years Practitioner,England,2021-06-22,40.13333333333333
Early Years Practitioner,England,2021-06-23,40.03333333333333
Early Years Practitioner,England,2021-06-24,39.666666666666664
Early Years Practitioner,England,2021-06-25,39.5
Early Years Practitioner,England,2021-06-26,38.3
Early Years Practitioner,England,2021-06-27,36.93333333333333
Early Years Practitioner,England,2021-06-28,38.0
Early Years Practitioner,England,2021-06-29,39.4
Early Years Practitioner,England,2021-06-30,40.3
Early Years Practitioner,England,2021-07-01,41.96666666666667
Early Years Practitioner,England,2021-07-02,42.733333333333334
Early Years Practitioner,England,2021-07-03,41.6
Early Years Practitioner,England,2021-07-04,41.0
Early Years Practitioner,England,2021-07-05,42.03333333333333
Early Years Practitioner,England,2021-07-06,43.766666666666666
Early Years Practitioner,England,2021-07-07,43.53333333333333
Early Years Practitioner,England,2021-07-08,42.63333333333333
Early Years Practitioner,England,2021-07-09,41.333333333333336
Early Years Practitioner,England,2021-07-10,39.733333333333334
Early Years Practitioner,England,2021-07-11,38.43333333333333
Early Years Practitioner,England,2021-07-12,40.36666666666667
Early Years Practitioner,England,2021-07-13,41.86666666666667
Early Years Practitioner,England,2021-07-14,43.333333333333336
Early Years Practitioner,England,2021-07-15,42.5
Early Years Practitioner,England,2021-07-16,43.333333333333336
Early Years Practitioner,England,2021-07-17,42.3
Early Years Practitioner,England,2021-07-18,40.93333333333333
Early Years Practitioner,England,2021-07-19,42.3
Early Years Practitioner,England,2021-07-20,43.9
Early Years Practitioner,England,2021-07-21,45.1
Early Years Practitioner,England,2021-07-22,42.6
Early Years Practitioner,England,2021-07-23,42.86666666666667
Early Years Practitioner,England,2021-07-24,41.166666666666664
Early Years Practitioner,England,2021-07-25,39.63333333333333
Early Years Practitioner,England,2021-07-26,40.03333333333333
Early Years Practitioner,England,2021-07-27,41.4
Early Years Practitioner,England,2021-07-28,41.93333333333333
Early Years Practitioner,England,2021-07-29,41.5
Early Years Practitioner,England,2021-07-30,41.4
Early Years Practitioner,England,2021-07-31,38.766666666666666
Early Years Practitioner,England,2021-08-01,37.43333333333333
Early Years Practitioner,England,2021-08-02,39.53333333333333
Early Years Practitioner,England,2021-08-03,40.6
Early Years Practitioner,England,2021-08-04,40.13333333333333
Early Years Practitioner,England,2021-08-05,39.766666666666666
Early Years Practitioner,England,2021-08-06,40.1
Early Years Practitioner,England,2021-08-07,39.46666666666667
Early Years Practitioner,England,2021-08-09,39.758620689655174
Early Years Practitioner,England,2021-08-10,41.758620689655174
Early Years Practitioner,England,2021-08-11,41.241379310344826
Early Years Practitioner,England,2021-08-12,40.41379310344828
Early Years Practitioner,England,2021-08-13,38.06896551724138
Early Years Practitioner,England,2021-08-14,37.0
Early Years Practitioner,England,2021-08-15,34.6551724137931
Early Years Practitioner,England,2021-08-16,34.44827586206897
Early Years Practitioner,England,2021-08-17,38.206896551724135
Early Years Practitioner,England,2021-08-18,37.62068965517241
Early Years Practitioner,England,2021-08-19,36.827586206896555
Early Years Practitioner,England,2021-08-20,35.48275862068966
Early Years Practitioner,England,2021-08-21,34.48275862068966
Early Years Practitioner,England,2021-08-22,32.41379310344828
Early Years Practitioner,England,2021-08-23,34.03448275862069
Early Years Practitioner,England,2021-08-24,35.44827586206897
Early Years Practitioner,England,2021-08-25,36.172413793103445
Early Years Practitioner,England,2021-08-26,36.172413793103445
Early Years Practitioner,England,2021-08-27,35.3448275862069
Early Years Practitioner,England,2021-08-28,34.48275862068966
Early Years Practitioner,England,2021-08-29,33.58620689655172
Early Years Practitioner,England,2021-08-30,33.93103448275862
Early Years Practitioner,England,2021-08-31,34.03448275862069
Early Years Practitioner,England,2021-09-01,31.620689655172413
Early Years Practitioner,England,2021-09-02,31.17241379310345
Early Years Practitioner,England,2021-09-03,32.44827586206897
Early Years Practitioner,England,2021-09-04,31.103448275862068
Early Years Practitioner,England,2021-09-05,29.344827586206897
Early Years Practitioner,England,2021-09-06,30.24137931034483
Early Years Practitioner,England,2021-09-07,30.7
Early Years Practitioner,England,2021-09-08,30.5
Early Years Practitioner,England,2021-09-09,29.7
Early Years Practitioner,England,2021-09-10,29.333333333333332
Early Years Practitioner,England,2021-09-11,28.466666666666665
Early Years Practitioner,England,2021-09-12,27.933333333333334
Early Years Practitioner,England,2021-09-13,28.4
Early Years Practitioner,England,2021-09-14,29.333333333333332
Early Years Practitioner,England,2021-09-15,30.6
Early Years Practitioner,England,2021-09-16,28.4
Early Years Practitioner,England,2021-09-17,29.5
Early Years Practitioner,England,2021-09-18,28.5
Early Years Practitioner,England,2021-09-19,27.6
Early Years Practitioner,England,2021-09-20,28.833333333333332
Early Years Practitioner,England,2021-09-21,31.0
Early Years Practitioner,England,2021-09-22,31.466666666666665
Early Years Practitioner,England,2021-09-23,31.366666666666667
Early Years Practitioner,England,2021-09-24,31.566666666666666
Early Years Practitioner,England,2021-09-25,30.433333333333334
Early Years Practitioner,England,2021-09-26,29.366666666666667
Early Years Practitioner,England,2021-09-27,30.766666666666666
Early Years Practitioner,England,2021-09-28,33.6
Early Years Practitioner,England,2021-09-29,34.6
Early Years Practitioner,England,2021-09-30,35.63333333333333
Early Years Practitioner,England,2021-10-01,37.166666666666664
Early Years Practitioner,England,2021-10-02,36.56666666666667
Early Years Practitioner,England,2021-10-03,34.733333333333334
Early Years Practitioner,England,2021-10-04,36.4
Early Years Practitioner,England,2021-10-05,38.266666666666666
Early Years Practitioner,England,2021-10-06,39.3
Early Years Practitioner,England,2021-10-07,39.266666666666666
Early Years Practitioner,England,2021-10-08,39.766666666666666
Early Years Practitioner,England,2021-10-09,38.733333333333334
Early Years Practitioner,England,2021-10-10,37.53333333333333
Early Years Practitioner,England,2021-10-11,38.86666666666667
Early Years Practitioner,England,2021-10-12,42.3
Early Years Practitioner,England,2021-10-13,43.766666666666666
Early Years Practitioner,England,2021-10-14,44.53333333333333
Early Years Practitioner,England,2021-10-15,43.333333333333336
Early Years Practitioner,England,2021-10-16,41.833333333333336
Early Years Practitioner,England,2021-10-17,40.03333333333333
Early Years Practitioner,England,2021-10-18,41.166666666666664
Early Years Practitioner,England,2021-10-19,44.833333333333336
Early Years Practitioner,England,2021-10-20,45.56666666666667
Early Years Practitioner,England,2021-10-21,44.03333333333333
Early Years Practitioner,England,2021-10-22,42.7
Early Years Practitioner,England,2021-10-23,41.56666666666667
Early Years Practitioner,England,2021-10-24,41.1
Early Years Practitioner,England,2021-10-25,43.3
Early Years Practitioner,England,2021-10-26,45.666666666666664
Early Years Practitioner,England,2021-10-27,45.666666666666664
Early Years Practitioner,England,2021-10-28,43.6
Early Years Practitioner,England,2021-10-29,43.833333333333336
Early Years Practitioner,England,2021-10-30,42.733333333333334
Early Years Practitioner,England,2021-10-31,41.13333333333333
Early Years Practitioner,England,2021-11-01,42.13333333333333
Early Years Practitioner,England,2021-11-02,43.733333333333334
Early Years Practitioner,England,2021-11-03,44.733333333333334
Early Years Practitioner,England,2021-11-04,45.6
Early Years Practitioner,England,2021-11-05,44.96666666666667
Early Years Practitioner,England,2021-11-06,43.96666666666667
Early Years Practitioner,England,2021-11-07,42.86666666666667
Early Years Practitioner,England,2021-11-08,44.2
Early Years Practitioner,England,2021-11-09,46.13333333333333
Early Years Practitioner,England,2021-11-10,46.233333333333334
Early Years Practitioner,England,2021-11-11,44.3
Early Years Practitioner,England,2021-11-12,43.766666666666666
Early Years Practitioner,England,2021-11-13,42.56666666666667
Early Years Practitioner,England,2021-11-14,41.6
Early Years Practitioner,England,2021-11-15,43.0
Early Years Practitioner,England,2021-11-16,44.7
Early Years Practitioner,England,2021-11-17,46.0
Early Years Practitioner,England,2021-11-18,45.06666666666667
Early Years Practitioner,England,2021-11-19,45.1
Early Years Practitioner,England,2021-11-20,44.733333333333334
Early Years Practitioner,England,2021-11-21,44.1
Early Years Practitioner,England,2021-11-22,44.833333333333336
Early Years Practitioner,England,2021-11-23,45.4
Early Years Practitioner,England,2021-11-24,45.8
Early Years Practitioner,England,2021-11-25,44.86666666666667
Early Years Practitioner,England,2021-11-26,44.93333333333333
Early Years Practitioner,England,2021-11-27,45.63333333333333
Early Years Practitioner,England,2021-11-28,43.93333333333333
Early Years Practitioner,England,2021-11-29,45.1
Early Years Practitioner,England,2021-11-30,46.93333333333333
Early Years Practitioner,England,2021-12-01,47.7
Early Years Practitioner,England,2021-12-02,47.666666666666664
Early Years Practitioner,England,2021-12-03,45.86666666666667
Early Years Practitioner,England,2021-12-04,43.5
Early Years Practitioner,England,2021-12-05,42.333333333333336
Early Years Practitioner,England,2021-12-06,43.166666666666664
Early Years Practitioner,England,2021-12-07,45.36666666666667
Early Years Practitioner,England,2021-12-08,47.36666666666667
Early Years Practitioner,England,2021-12-09,47.86666666666667
Early Years Practitioner,England,2021-12-10,48.03333333333333
Early Years Practitioner,England,2021-12-11,46.63333333333333
Early Years Practitioner,England,2021-12-12,45.1
Early Years Practitioner,England,2021-12-13,46.0
Early Years Practitioner,England,2021-12-14,47.4
Early Years Practitioner,England,2021-12-15,46.9
Early Years Practitioner,England,2021-12-16,46.36666666666667
Early Years Practitioner,England,2021-12-17,45.63333333333333
Early Years Practitioner,England,2021-12-18,43.03333333333333
Early Years Practitioner,England,2021-12-19,41.03333333333333
Early Years Practitioner,England,2021-12-20,42.2
Early Years Practitioner,England,2021-12-21,43.9
Early Years Practitioner,England,2021-12-22,45.766666666666666
Early Years Practitioner,England,2021-12-23,46.166666666666664
Early Years Practitioner,England,2021-12-24,44.93333333333333
Early Years Practitioner,England,2021-12-25,43.4
Early Years Practitioner,England,2021-12-26,41.666666666666664
Early Years Practitioner,England,2021-12-27,40.13333333333333
Early Years Practitioner,England,2021-12-28,40.06666666666667
Early Years Practitioner,England,2021-12-29,38.833333333333336
Early Years Practitioner,England,2021-12-30,36.93333333333333
Early Years Practitioner,England,2021-12-31,34.93333333333333
Early Years Practitioner,England,2022-01-02,33.275862068965516
Early Years Practitioner,England,2022-01-03,33.172413793103445
Early Years Practitioner,England,2022-01-04,35.55172413793103
Early Years Practitioner,England,2022-01-05,36.86206896551724
Early Years Practitioner,England,2022-01-06,37.793103448275865
Early Years Practitioner,England,2022-01-07,37.89655172413793
Early Years Practitioner,England,2022-01-08,36.6551724137931
Early Years Practitioner,England,2022-01-09,35.0
Early Years Practitioner,England,2022-01-10,35.58620689655172
Early Years Practitioner,England,2022-01-11,37.310344827586206
Early Years Practitioner,England,2022-01-12,38.793103448275865
Early Years Practitioner,England,2022-01-13,38.689655172413794
Early Years Practitioner,England,2022-01-14,38.89655172413793
Early Years Practitioner,England,2022-01-15,37.58620689655172
Early Years Practitioner,England,2022-01-16,35.96551724137931
Early Years Practitioner,England,2022-01-17,37.241379310344826
Early Years Practitioner,England,2022-01-18,38.758620689655174
Early Years Practitioner,England,2022-01-19,40.10344827586207
Early Years Practitioner,England,2022-01-20,41.241379310344826
Early Years Practitioner,England,2022-01-21,39.51724137931034
Early Years Practitioner,England,2022-01-22,37.724137931034484
Early Years Practitioner,England,2022-01-23,36.310344827586206
Early Years Practitioner,England,2022-01-24,38.37931034482759
Early Years Practitioner,England,2022-01-25,40.96551724137931
Early Years Practitioner,England,2022-01-26,42.241379310344826
Early Years Practitioner,England,2022-01-27,43.55172413793103
Early Years Practitioner,England,2022-01-28,45.89655172413793
Early Years Practitioner,England,2022-01-29,45.86206896551724
Early Years Practitioner,England,2022-01-30,45.86206896551724
Early Years Practitioner,England,2022-01-31,45.6
Early Years Practitioner,England,2022-02-01,47.6
Early Years Practitioner,England,2022-02-02,48.96666666666667
Early Years Practitioner,England,2022-02-03,47.9
Early Years Practitioner,England,2022-02-04,47.833333333333336
Early Years Practitioner,England,2022-02-05,44.96666666666667
Early Years Practitioner,England,2022-02-06,41.43333333333333
Early Years Practitioner,England,2022-02-07,42.733333333333334
Early Years Practitioner,England,2022-02-08,45.43333333333333
Early Years Practitioner,England,2022-02-09,46.03333333333333
Early Years Practitioner,England,2022-02-10,45.13333333333333
Early Years Practitioner,England,2022-02-11,44.03333333333333
Early Years Practitioner,England,2022-02-14,45.07142857142857
Early Years Practitioner,England,2022-02-15,47.642857142857146
Early Years Practitioner,England,2022-02-16,47.82142857142857
Early Years Practitioner,England,2022-02-17,48.107142857142854
Early Years Practitioner,England,2022-02-18,46.964285714285715
Early Years Practitioner,England,2022-02-19,43.67857142857143
Early Years Practitioner,England,2022-02-20,42.535714285714285
Early Years Practitioner,England,2022-02-21,43.32142857142857
Early Years Practitioner,England,2022-02-22,44.82142857142857
Early Years Practitioner,England,2022-02-23,46.17857142857143
Early Years Practitioner,England,2022-02-24,44.92857142857143
Early Years Practitioner,England,2022-02-25,45.25
Early Years Practitioner,England,2022-02-26,44.142857142857146
Early Years Practitioner,England,2022-02-27,41.714285714285715
Early Years Practitioner,England,2022-02-28,43.67857142857143
Early Years Practitioner,England,2022-03-01,47.92857142857143
Early Years Practitioner,England,2022-03-02,48.0
Early Years Practitioner,England,2022-03-03,47.82142857142857
Early Years Practitioner,England,2022-03-04,49.142857142857146
Early Years Practitioner,England,2022-03-05,47.535714285714285
Early Years Practitioner,England,2022-03-06,45.142857142857146
Early Years Practitioner,England,2022-03-07,46.32142857142857
Early Years Practitioner,England,2022-03-08,50.285714285714285
Early Years Practitioner,England,2022-03-09,49.82142857142857
Early Years Practitioner,England,2022-03-10,49.57142857142857
Early Years Practitioner,England,2022-03-11,49.392857142857146
Early Years Practitioner,England,2022-03-12,48.42857142857143
Early Years Practitioner,England,2022-03-13,46.5
Early Years Practitioner,England,2022-03-14,46.37931034482759
Early Years Practitioner,England,2022-03-15,46.9
Early Years Practitioner,England,2022-03-16,47.13333333333333
Early Years Practitioner,England,2022-03-17,46.333333333333336
Early Years Practitioner,England,2022-03-18,46.666666666666664
Early Years Practitioner,England,2022-03-19,45.06666666666667
Early Years Practitioner,England,2022-03-20,43.53333333333333
Early Years Practitioner,England,2022-03-21,45.13333333333333
Early Years Practitioner,England,2022-03-22,47.03333333333333
Early Years Practitioner,England,2022-03-23,47.266666666666666
Early Years Practitioner,England,2022-03-24,48.4
Early Years Practitioner,England,2022-03-25,46.733333333333334
Early Years Practitioner,England,2022-03-26,45.4
Early Years Practitioner,England,2022-03-27,43.8
Early Years Practitioner,England,2022-03-28,45.733333333333334
Early Years Practitioner,England,2022-03-29,46.833333333333336
Early Years Practitioner,England,2022-03-30,46.43333333333333
Early Years Practitioner,England,2022-03-31,43.8
Early Years Practitioner,England,2022-04-01,48.86666666666667
Early Years Practitioner,England,2022-04-03,45.689655172413794
Early Years Practitioner,England,2022-04-04,46.758620689655174
Early Years Practitioner,England,2022-04-05,48.37931034482759
Early Years Practitioner,England,2022-04-06,47.758620689655174
Early Years Practitioner,England,2022-04-07,46.03448275862069
Early Years Practitioner,England,2022-04-08,44.93103448275862
Early Years Practitioner,England,2022-04-09,42.3448275862069
Early Years Practitioner,England,2022-04-10,41.310344827586206
Early Years Practitioner,England,2022-04-11,41.689655172413794
Early Years Practitioner,England,2022-04-12,42.58620689655172
Early Years Practitioner,England,2022-04-13,42.758620689655174
Early Years Practitioner,England,2022-04-14,41.172413793103445
Early Years Practitioner,England,2022-04-15,39.758620689655174
Early Years Practitioner,England,2022-04-18,38.666666666666664
Early Years Practitioner,England,2022-04-19,39.51851851851852
Early Years Practitioner,England,2022-04-20,39.148148148148145
Early Years Practitioner,England,2022-04-21,38.592592592592595
Early Years Practitioner,England,2022-04-22,38.51851851851852
Early Years Practitioner,England,2022-04-23,35.48148148148148
Early Years Practitioner,England,2022-04-24,33.74074074074074
Early Years Practitioner,England,2022-04-25,36.592592592592595
Early Years Practitioner,England,2022-04-26,38.148148148148145
Early Years Practitioner,England,2022-04-27,37.148148148148145
Early Years Practitioner,England,2022-04-28,37.96296296296296
Early Years Practitioner,England,2022-04-29,39.0
Early Years Practitioner,England,2022-04-30,37.666666666666664
Early Years Practitioner,England,2022-05-01,30.925925925925927
Early Years Practitioner,England,2022-05-02,29.892857142857142
Early Years Practitioner,England,2022-05-03,32.17857142857143
Early Years Practitioner,England,2022-05-04,32.92857142857143
Early Years Practitioner,England,2022-05-05,32.464285714285715
Early Years Practitioner,England,2022-05-06,33.82142857142857
Early Years Practitioner,England,2022-05-07,31.892857142857142
Early Years Practitioner,England,2022-05-08,30.785714285714285
Early Years Practitioner,England,2022-05-09,31.964285714285715
Early Years Practitioner,England,2022-05-10,34.92857142857143
Early Years Practitioner,England,2022-05-11,37.285714285714285
Early Years Practitioner,England,2022-05-12,38.035714285714285
Early Years Practitioner,England,2022-05-13,39.035714285714285
Early Years Practitioner,England,2022-05-14,38.535714285714285
Early Years Practitioner,England,2022-05-15,38.714285714285715
Early Years Practitioner,England,2022-05-16,39.6551724137931
Early Years Practitioner,England,2022-05-17,40.766666666666666
Early Years Practitioner,England,2022-05-18,42.46666666666667
Early Years Practitioner,England,2022-05-19,44.166666666666664
Early Years Practitioner,England,2022-05-20,45.06666666666667
Early Years Practitioner,England,2022-05-21,43.733333333333334
Early Years Practitioner,England,2022-05-22,43.56666666666667
Early Years Practitioner,England,2022-05-23,46.36666666666667
Early Years Practitioner,England,2022-05-24,48.06666666666667
Early Years Practitioner,England,2022-05-25,46.766666666666666
Early Years Practitioner,England,2022-05-26,46.9
Early Years Practitioner,England,2022-05-27,47.46666666666667
Early Years Practitioner,England,2022-05-28,46.06666666666667
Early Years Practitioner,England,2022-05-29,44.3
Early Years Practitioner,England,2022-05-30,45.3
Early Years Practitioner,England,2022-05-31,46.36666666666667
Early Years Practitioner,England,2022-06-01,47.733333333333334
Early Years Practitioner,England,2022-06-02,45.7
Early Years Practitioner,England,2022-06-04,44.10344827586207
Early Years Practitioner,England,2022-06-06,44.25
Early Years Practitioner,England,2022-06-07,46.57142857142857
Early Years Practitioner,England,2022-06-08,47.5
Early Years Practitioner,England,2022-06-09,46.67857142857143
Early Years Practitioner,England,2022-06-10,45.892857142857146
Early Years Practitioner,England,2022-06-11,44.142857142857146
Early Years Practitioner,England,2022-06-12,41.5
Early Years Practitioner,England,2022-06-13,43.035714285714285
Early Years Practitioner,England,2022-06-14,44.92857142857143
Early Years Practitioner,England,2022-06-15,44.357142857142854
Early Years Practitioner,England,2022-06-16,43.42857142857143
Early Years Practitioner,England,2022-06-17,42.714285714285715
Early Years Practitioner,England,2022-06-18,40.035714285714285
Early Years Practitioner,England,2022-06-19,37.714285714285715
Early Years Practitioner,England,2022-06-20,38.82142857142857
Early Years Practitioner,England,2022-06-21,39.285714285714285
Early Years Practitioner,England,2022-06-22,37.857142857142854
Early Years Practitioner,England,2022-06-23,37.42857142857143
Early Years Practitioner,England,2022-06-24,39.392857142857146
Early Years Practitioner,England,2022-06-25,37.92857142857143
Early Years Practitioner,England,2022-06-26,35.964285714285715
Early Years Practitioner,England,2022-06-27,38.25
Early Years Practitioner,England,2022-06-28,40.357142857142854
Early Years Practitioner,England,2022-06-29,42.607142857142854
Early Years Practitioner,England,2022-06-30,43.392857142857146
Early Years Practitioner,England,2022-07-01,43.5
Early Years Practitioner,England,2022-07-02,43.642857142857146
Early Years Practitioner,England,2022-07-03,42.3448275862069
Early Years Practitioner,England,2022-07-04,43.55172413793103
Early Years Practitioner,England,2022-07-05,43.36666666666667
Early Years Practitioner,England,2022-07-06,43.5
Early Years Practitioner,England,2022-07-07,43.266666666666666
Early Years Practitioner,England,2022-07-08,42.56666666666667
Early Years Practitioner,England,2022-07-10,39.827586206896555
Early Years Practitioner,England,2022-07-11,41.44827586206897
Early Years Practitioner,England,2022-07-12,43.48275862068966
Early Years Practitioner,England,2022-07-13,43.89655172413793
Early Years Practitioner,England,2022-07-14,42.96551724137931
Early Years Practitioner,England,2022-07-15,42.689655172413794
Early Years Practitioner,England,2022-07-16,41.13793103448276
Early Years Practitioner,England,2022-07-17,39.58620689655172
Early Years Practitioner,England,2022-07-18,40.55172413793103
Early Years Practitioner,England,2022-07-19,41.827586206896555
Early Years Practitioner,England,2022-07-20,41.827586206896555
Early Years Practitioner,England,2022-07-21,41.827586206896555
Early Years Practitioner,England,2022-07-22,41.03448275862069
Early Years Practitioner,England,2022-07-23,39.62068965517241
Early Years Practitioner,England,2022-07-25,38.285714285714285
Early Years Practitioner,England,2022-07-26,39.785714285714285
Early Years Practitioner,England,2022-07-27,38.857142857142854
Early Years Practitioner,England,2022-07-28,38.607142857142854
Early Years Practitioner,England,2022-07-29,36.142857142857146
Early Years Practitioner,England,2022-07-30,34.0
Early Years Practitioner,England,2022-07-31,32.42857142857143
Early Years Practitioner,England,2022-08-01,33.285714285714285
Early Years Practitioner,England,2022-08-02,35.57142857142857
Early Years Practitioner,England,2022-08-03,36.17857142857143
Early Years Practitioner,England,2022-08-04,36.142857142857146
Early Years Practitioner,England,2022-08-05,36.07142857142857
Early Years Practitioner,England,2022-08-06,34.07142857142857
Early Years Practitioner,England,2022-08-07,32.67857142857143
Early Years Practitioner,England,2022-08-08,33.10344827586207
Early Years Practitioner,England,2022-08-09,34.89655172413793
Early Years Practitioner,England,2022-08-10,34.724137931034484
Early Years Practitioner,England,2022-08-11,34.0
Early Years Practitioner,England,2022-08-12,32.689655172413794
Early Years Practitioner,England,2022-08-15,33.25925925925926
Early Years Practitioner,England,2022-08-16,34.44444444444444
Early Years Practitioner,England,2022-08-17,35.81481481481482
Early Years Practitioner,England,2022-08-18,36.18518518518518
Early Years Practitioner,England,2022-08-19,35.925925925925924
Early Years Practitioner,England,2022-08-20,34.407407407407405
Early Years Practitioner,England,2022-08-22,36.26923076923077
Early Years Practitioner,England,2022-08-23,36.629629629629626
Early Years Practitioner,England,2022-08-24,37.888888888888886
Early Years Practitioner,England,2022-08-25,37.851851851851855
Early Years Practitioner,England,2022-08-26,36.925925925925924
Early Years Practitioner,England,2022-08-28,34.53846153846154
Early Years Practitioner,England,2022-08-29,34.46153846153846
Early Years Practitioner,England,2022-08-30,34.96153846153846
Early Years Practitioner,England,2022-08-31,34.53846153846154
Early Years Practitioner,England,2022-09-01,33.26923076923077
Early Years Practitioner,England,2022-09-02,35.15384615384615
Early Years Practitioner,England,2022-09-03,33.88461538461539
Early Years Practitioner,England,2022-09-04,32.19230769230769
Early Years Practitioner,England,2022-09-05,34.30769230769231
Early Years Practitioner,England,2022-09-06,36.96153846153846
Early Years Practitioner,England,2022-09-07,38.42307692307692
Early Years Practitioner,England,2022-09-08,37.96153846153846
Early Years Practitioner,England,2022-09-09,38.65384615384615
Early Years Practitioner,England,2022-09-10,37.23076923076923
Early Years Practitioner,England,2022-09-12,38.26923076923077
Early Years Practitioner,England,2022-09-13,38.74074074074074
Early Years Practitioner,England,2022-09-14,39.25925925925926
Early Years Practitioner,England,2022-09-15,39.592592592592595
Early Years Practitioner,England,2022-09-16,38.74074074074074
Early Years Practitioner,England,2022-09-18,37.23076923076923
Early Years Practitioner,England,2022-09-20,38.53846153846154
Early Years Practitioner,England,2022-09-21,38.96153846153846
Early Years Practitioner,England,2022-09-22,38.92307692307692
Early Years Practitioner,England,2022-09-23,39.46153846153846
Early Years Practitioner,England,2022-09-24,38.0
Early Years Practitioner,England,2022-09-26,38.53846153846154
Early Years Practitioner,England,2022-09-27,40.57692307692308
Early Years Practitioner,England,2022-09-28,43.46153846153846
Early Years Practitioner,England,2022-09-29,44.26923076923077
Early Years Practitioner,England,2022-09-30,44.76923076923077
Early Years Practitioner,England,2022-10-01,43.5
Early Years Practitioner,England,2022-10-03,43.56
Early Years Practitioner,England,2022-10-04,45.44
Early Years Practitioner,England,2022-10-05,44.84
Early Years Practitioner,England,2022-10-06,44.32
Early Years Practitioner,England,2022-10-07,43.4
Early Years Practitioner,England,2022-10-10,44.391304347826086
Early Years Practitioner,England,2022-10-11,45.541666666666664
