profession,nation,created,count
Early Years Practitioner,Wales,2022-08-10,1.2727272727272727
Early Years Practitioner,Wales,2022-08-11,1.25
Early Years Practitioner,Wales,2022-08-12,1.3076923076923077
Early Years Practitioner,Wales,2022-08-15,1.1538461538461537
Early Years Practitioner,Wales,2022-08-18,1.3076923076923077
Early Years Practitioner,Wales,2022-08-19,1.3571428571428572
Early Years Practitioner,Wales,2022-08-22,1.5384615384615385
Early Years Practitioner,Wales,2022-08-26,1.6666666666666667
Early Years Practitioner,Wales,2022-09-02,1.8181818181818181
Early Years Practitioner,Wales,2022-09-08,1.9
Early Years Practitioner,Wales,2022-09-09,2.1
Early Years Practitioner,Wales,2022-09-14,2.375
Early Years Practitioner,Wales,2022-09-15,2.2222222222222223
Early Years Practitioner,Wales,2022-09-16,2.2
Early Years Practitioner,Wales,2022-09-20,1.8888888888888888
Early Years Practitioner,Wales,2022-09-22,1.6666666666666667
Early Years Practitioner,Wales,2022-09-26,1.6666666666666667
Early Years Practitioner,Wales,2022-09-28,1.7
Early Years Practitioner,Wales,2022-09-30,1.6363636363636365
Early Years Practitioner,Wales,2022-10-03,1.5454545454545454
Early Years Practitioner,Wales,2022-10-04,1.6666666666666667
Early Years Practitioner,Wales,2022-10-06,1.7692307692307692
Early Years Practitioner,Wales,2022-10-13,1.6666666666666667
Early Years Practitioner,Wales,2022-10-14,1.6666666666666667
Early Years Practitioner,Wales,2022-10-20,1.8
Early Years Practitioner,Wales,2022-10-21,1.8181818181818181
Early Years Practitioner,Wales,2022-10-25,1.8181818181818181
Early Years Practitioner,Wales,2022-10-27,1.9090909090909092
Early Years Practitioner,Wales,2022-11-02,2.111111111111111
Early Years Practitioner,Wales,2022-11-08,1.75
Early Years Practitioner,Wales,2022-11-10,1.7777777777777777
Early Years Practitioner,Wales,2022-11-11,1.9
Early Years Practitioner,Wales,2022-11-15,2.111111111111111
Early Years Practitioner,Wales,2022-11-16,2.0
Early Years Practitioner,Wales,2022-11-18,2.1818181818181817
Early Years Practitioner,Wales,2022-11-21,2.2
Early Years Practitioner,Wales,2022-11-24,2.3
Early Years Practitioner,Wales,2022-11-25,2.1818181818181817
Early Years Practitioner,Wales,2022-11-29,2.0
Early Years Practitioner,Wales,2022-11-30,2.0
Early Years Practitioner,Wales,2022-12-01,2.1538461538461537
Early Years Practitioner,Wales,2022-12-05,2.076923076923077
Early Years Practitioner,Wales,2022-12-09,2.230769230769231
Early Years Practitioner,Wales,2022-12-12,2.0833333333333335
Early Years Practitioner,Wales,2022-12-14,2.0
Early Years Practitioner,Wales,2022-12-15,1.8461538461538463
Early Years Practitioner,Wales,2022-12-22,1.8181818181818181
Early Years Practitioner,Wales,2023-01-05,1.6666666666666667
Early Years Practitioner,Wales,2023-01-06,1.8571428571428572
Early Years Practitioner,Wales,2023-01-09,1.5714285714285714
Early Years Practitioner,Wales,2023-01-13,1.8333333333333333
Early Years Practitioner,Wales,2023-01-20,1.8333333333333333
Early Years Practitioner,Wales,2023-01-23,1.5
Early Years Practitioner,Wales,2023-01-25,1.4285714285714286
Early Years Practitioner,Wales,2023-01-27,1.375
Early Years Practitioner,Wales,2023-01-30,1.3333333333333333
Early Years Practitioner,Wales,2023-02-02,1.3
Early Years Practitioner,Wales,2023-02-04,1.3
Early Years Practitioner,Wales,2023-02-09,1.1111111111111112
Early Years Practitioner,Wales,2023-02-17,1.0
Early Years Practitioner,Wales,2023-02-26,1.0
Early Years Practitioner,Wales,2023-03-02,1.1666666666666667
Early Years Practitioner,Wales,2023-03-06,1.6
Early Years Practitioner,Wales,2023-03-10,1.5
Early Years Practitioner,Wales,2023-03-15,1.6666666666666667
Early Years Practitioner,Wales,2023-03-16,1.5714285714285714
Early Years Practitioner,Wales,2023-03-17,1.5
Primary School Teacher,England,2021-04-01,19.0
Primary School Teacher,England,2021-04-02,10.5
Primary School Teacher,England,2021-04-03,7.333333333333333
Primary School Teacher,England,2021-04-04,7.25
Primary School Teacher,England,2021-04-05,6.4
Primary School Teacher,England,2021-04-06,7.333333333333333
Primary School Teacher,England,2021-04-07,9.142857142857142
Primary School Teacher,England,2021-04-08,9.5
Primary School Teacher,England,2021-04-09,10.666666666666666
Primary School Teacher,England,2021-04-11,9.9
Primary School Teacher,England,2021-04-12,11.0
Primary School Teacher,England,2021-04-13,11.75
Primary School Teacher,England,2021-04-14,12.384615384615385
Primary School Teacher,England,2021-04-15,12.428571428571429
Primary School Teacher,England,2021-04-16,12.266666666666667
Primary School Teacher,England,2021-04-18,11.5625
Primary School Teacher,England,2021-04-19,13.529411764705882
Primary School Teacher,England,2021-04-20,14.277777777777779
Primary School Teacher,England,2021-04-21,14.68421052631579
Primary School Teacher,England,2021-04-22,15.0
Primary School Teacher,England,2021-04-23,15.714285714285714
Primary School Teacher,England,2021-04-24,15.272727272727273
Primary School Teacher,England,2021-04-25,14.91304347826087
Primary School Teacher,England,2021-04-26,18.583333333333332
Primary School Teacher,England,2021-04-27,19.04
Primary School Teacher,England,2021-04-28,19.26923076923077
Primary School Teacher,England,2021-04-29,19.25925925925926
Primary School Teacher,England,2021-04-30,19.392857142857142
Primary School Teacher,England,2021-05-03,20.23076923076923
Primary School Teacher,England,2021-05-04,22.653846153846153
Primary School Teacher,England,2021-05-05,23.076923076923077
Primary School Teacher,England,2021-05-06,23.423076923076923
Primary School Teacher,England,2021-05-07,24.0
Primary School Teacher,England,2021-05-08,23.923076923076923
Primary School Teacher,England,2021-05-09,23.846153846153847
Primary School Teacher,England,2021-05-10,24.62962962962963
Primary School Teacher,England,2021-05-11,25.14814814814815
Primary School Teacher,England,2021-05-12,25.40740740740741
Primary School Teacher,England,2021-05-13,26.40740740740741
Primary School Teacher,England,2021-05-14,27.185185185185187
Primary School Teacher,England,2021-05-15,27.22222222222222
Primary School Teacher,England,2021-05-16,26.925925925925927
Primary School Teacher,England,2021-05-17,26.642857142857142
Primary School Teacher,England,2021-05-18,27.75
Primary School Teacher,England,2021-05-19,27.142857142857142
Primary School Teacher,England,2021-05-20,27.071428571428573
Primary School Teacher,England,2021-05-21,31.607142857142858
Primary School Teacher,England,2021-05-22,31.25
Primary School Teacher,England,2021-05-23,30.607142857142858
Primary School Teacher,England,2021-05-24,31.321428571428573
Primary School Teacher,England,2021-05-25,32.285714285714285
Primary School Teacher,England,2021-05-26,29.964285714285715
Primary School Teacher,England,2021-05-27,30.035714285714285
Primary School Teacher,England,2021-05-28,30.178571428571427
Primary School Teacher,England,2021-05-29,29.964285714285715
Primary School Teacher,England,2021-05-30,29.571428571428573
Primary School Teacher,England,2021-05-31,29.103448275862068
Primary School Teacher,England,2021-06-01,28.766666666666666
Primary School Teacher,England,2021-06-02,29.433333333333334
Primary School Teacher,England,2021-06-03,27.433333333333334
Primary School Teacher,England,2021-06-04,27.5
Primary School Teacher,England,2021-06-05,26.833333333333332
Primary School Teacher,England,2021-06-06,25.766666666666666
Primary School Teacher,England,2021-06-07,26.733333333333334
Primary School Teacher,England,2021-06-08,26.8
Primary School Teacher,England,2021-06-09,27.0
Primary School Teacher,England,2021-06-10,27.133333333333333
Primary School Teacher,England,2021-06-11,26.866666666666667
Primary School Teacher,England,2021-06-12,25.4
Primary School Teacher,England,2021-06-13,24.2
Primary School Teacher,England,2021-06-14,24.8
Primary School Teacher,England,2021-06-15,26.033333333333335
Primary School Teacher,England,2021-06-16,26.366666666666667
Primary School Teacher,England,2021-06-17,26.633333333333333
Primary School Teacher,England,2021-06-18,26.733333333333334
Primary School Teacher,England,2021-06-19,25.933333333333334
Primary School Teacher,England,2021-06-20,21.166666666666668
Primary School Teacher,England,2021-06-21,21.8
Primary School Teacher,England,2021-06-22,24.733333333333334
Primary School Teacher,England,2021-06-23,24.766666666666666
Primary School Teacher,England,2021-06-24,24.433333333333334
Primary School Teacher,England,2021-06-25,23.966666666666665
Primary School Teacher,England,2021-06-27,22.79310344827586
Primary School Teacher,England,2021-06-28,23.0
Primary School Teacher,England,2021-06-29,22.93103448275862
Primary School Teacher,England,2021-06-30,22.96551724137931
Primary School Teacher,England,2021-07-01,24.413793103448278
Primary School Teacher,England,2021-07-02,24.96551724137931
Primary School Teacher,England,2021-07-03,24.82758620689655
Primary School Teacher,England,2021-07-04,24.655172413793103
Primary School Teacher,England,2021-07-05,25.379310344827587
Primary School Teacher,England,2021-07-06,25.689655172413794
Primary School Teacher,England,2021-07-07,25.17241379310345
Primary School Teacher,England,2021-07-08,25.103448275862068
Primary School Teacher,England,2021-07-09,24.379310344827587
Primary School Teacher,England,2021-07-10,23.724137931034484
Primary School Teacher,England,2021-07-11,23.17241379310345
Primary School Teacher,England,2021-07-12,23.93103448275862
Primary School Teacher,England,2021-07-13,24.413793103448278
Primary School Teacher,England,2021-07-14,24.103448275862068
Primary School Teacher,England,2021-07-15,23.413793103448278
Primary School Teacher,England,2021-07-16,23.103448275862068
Primary School Teacher,England,2021-07-17,21.79310344827586
Primary School Teacher,England,2021-07-18,20.79310344827586
Primary School Teacher,England,2021-07-19,21.20689655172414
Primary School Teacher,England,2021-07-20,21.620689655172413
Primary School Teacher,England,2021-07-21,21.724137931034484
Primary School Teacher,England,2021-07-22,18.862068965517242
Primary School Teacher,England,2021-07-23,18.655172413793103
Primary School Teacher,England,2021-07-24,17.862068965517242
Primary School Teacher,England,2021-07-25,17.103448275862068
Primary School Teacher,England,2021-07-26,16.966666666666665
Primary School Teacher,England,2021-07-27,17.333333333333332
Primary School Teacher,England,2021-07-28,17.266666666666666
Primary School Teacher,England,2021-07-29,17.533333333333335
Primary School Teacher,England,2021-07-30,17.466666666666665
Primary School Teacher,England,2021-07-31,15.466666666666667
Primary School Teacher,England,2021-08-01,14.133333333333333
Primary School Teacher,England,2021-08-02,14.766666666666667
Primary School Teacher,England,2021-08-03,15.166666666666666
Primary School Teacher,England,2021-08-04,14.933333333333334
Primary School Teacher,England,2021-08-05,15.266666666666667
Primary School Teacher,England,2021-08-06,15.2
Primary School Teacher,England,2021-08-07,14.633333333333333
Primary School Teacher,England,2021-08-09,14.310344827586206
Primary School Teacher,England,2021-08-10,14.448275862068966
Primary School Teacher,England,2021-08-11,14.03448275862069
Primary School Teacher,England,2021-08-12,13.724137931034482
Primary School Teacher,England,2021-08-13,13.241379310344827
Primary School Teacher,England,2021-08-15,12.357142857142858
Primary School Teacher,England,2021-08-16,12.714285714285714
Primary School Teacher,England,2021-08-17,14.214285714285714
Primary School Teacher,England,2021-08-18,14.357142857142858
Primary School Teacher,England,2021-08-19,14.214285714285714
Primary School Teacher,England,2021-08-20,13.428571428571429
Primary School Teacher,England,2021-08-21,12.857142857142858
Primary School Teacher,England,2021-08-22,12.178571428571429
Primary School Teacher,England,2021-08-23,13.071428571428571
Primary School Teacher,England,2021-08-24,13.285714285714286
Primary School Teacher,England,2021-08-25,13.214285714285714
Primary School Teacher,England,2021-08-26,13.142857142857142
Primary School Teacher,England,2021-08-27,12.785714285714286
Primary School Teacher,England,2021-08-29,12.11111111111111
Primary School Teacher,England,2021-09-01,12.12
Primary School Teacher,England,2021-09-02,11.56
Primary School Teacher,England,2021-09-03,11.6
Primary School Teacher,England,2021-09-06,11.347826086956522
Primary School Teacher,England,2021-09-07,11.375
Primary School Teacher,England,2021-09-08,11.291666666666666
Primary School Teacher,England,2021-09-09,11.333333333333334
Primary School Teacher,England,2021-09-10,11.291666666666666
Primary School Teacher,England,2021-09-12,11.0
Primary School Teacher,England,2021-09-13,10.833333333333334
Primary School Teacher,England,2021-09-14,11.541666666666666
Primary School Teacher,England,2021-09-15,11.208333333333334
Primary School Teacher,England,2021-09-16,9.75
Primary School Teacher,England,2021-09-17,9.75
Primary School Teacher,England,2021-09-19,9.130434782608695
Primary School Teacher,England,2021-09-20,9.956521739130435
Primary School Teacher,England,2021-09-21,10.26086956521739
Primary School Teacher,England,2021-09-22,9.434782608695652
Primary School Teacher,England,2021-09-23,9.478260869565217
Primary School Teacher,England,2021-09-24,9.826086956521738
Primary School Teacher,England,2021-09-26,9.545454545454545
Primary School Teacher,England,2021-09-27,9.826086956521738
Primary School Teacher,England,2021-09-28,11.391304347826088
Primary School Teacher,England,2021-09-29,11.458333333333334
Primary School Teacher,England,2021-09-30,11.76
Primary School Teacher,England,2021-10-01,12.6
Primary School Teacher,England,2021-10-02,12.32
Primary School Teacher,England,2021-10-03,11.96
Primary School Teacher,England,2021-10-04,12.0
Primary School Teacher,England,2021-10-05,12.481481481481481
Primary School Teacher,England,2021-10-06,12.407407407407407
Primary School Teacher,England,2021-10-07,12.518518518518519
Primary School Teacher,England,2021-10-08,13.074074074074074
Primary School Teacher,England,2021-10-09,12.74074074074074
Primary School Teacher,England,2021-10-10,12.518518518518519
Primary School Teacher,England,2021-10-11,12.75
Primary School Teacher,England,2021-10-12,14.678571428571429
Primary School Teacher,England,2021-10-13,15.178571428571429
Primary School Teacher,England,2021-10-14,15.321428571428571
Primary School Teacher,England,2021-10-15,15.928571428571429
Primary School Teacher,England,2021-10-16,15.928571428571429
Primary School Teacher,England,2021-10-17,15.642857142857142
Primary School Teacher,England,2021-10-18,15.413793103448276
Primary School Teacher,England,2021-10-19,17.06896551724138
Primary School Teacher,England,2021-10-20,17.275862068965516
Primary School Teacher,England,2021-10-21,17.862068965517242
Primary School Teacher,England,2021-10-22,18.275862068965516
Primary School Teacher,England,2021-10-23,18.0
Primary School Teacher,England,2021-10-24,17.620689655172413
Primary School Teacher,England,2021-10-25,18.166666666666668
Primary School Teacher,England,2021-10-26,19.0
Primary School Teacher,England,2021-10-27,19.0
Primary School Teacher,England,2021-10-28,18.0
Primary School Teacher,England,2021-10-29,18.0
Primary School Teacher,England,2021-10-31,17.24137931034483
Primary School Teacher,England,2021-11-01,17.896551724137932
Primary School Teacher,England,2021-11-02,19.310344827586206
Primary School Teacher,England,2021-11-03,20.20689655172414
Primary School Teacher,England,2021-11-04,20.724137931034484
Primary School Teacher,England,2021-11-05,21.413793103448278
Primary School Teacher,England,2021-11-06,21.03448275862069
Primary School Teacher,England,2021-11-07,20.620689655172413
Primary School Teacher,England,2021-11-08,21.03448275862069
Primary School Teacher,England,2021-11-09,22.06896551724138
Primary School Teacher,England,2021-11-10,22.06896551724138
Primary School Teacher,England,2021-11-11,20.82758620689655
Primary School Teacher,England,2021-11-12,20.93103448275862
Primary School Teacher,England,2021-11-13,20.344827586206897
Primary School Teacher,England,2021-11-14,19.689655172413794
Primary School Teacher,England,2021-11-15,20.24137931034483
Primary School Teacher,England,2021-11-16,20.79310344827586
Primary School Teacher,England,2021-11-17,21.310344827586206
Primary School Teacher,England,2021-11-18,20.517241379310345
Primary School Teacher,England,2021-11-19,20.862068965517242
Primary School Teacher,England,2021-11-20,20.24137931034483
Primary School Teacher,England,2021-11-21,19.655172413793103
Primary School Teacher,England,2021-11-22,20.344827586206897
Primary School Teacher,England,2021-11-23,21.137931034482758
Primary School Teacher,England,2021-11-24,20.896551724137932
Primary School Teacher,England,2021-11-25,20.896551724137932
Primary School Teacher,England,2021-11-26,21.137931034482758
Primary School Teacher,England,2021-11-27,21.75862068965517
Primary School Teacher,England,2021-11-28,21.448275862068964
Primary School Teacher,England,2021-11-29,21.3
Primary School Teacher,England,2021-11-30,22.133333333333333
Primary School Teacher,England,2021-12-01,22.333333333333332
Primary School Teacher,England,2021-12-02,21.633333333333333
Primary School Teacher,England,2021-12-03,21.3
Primary School Teacher,England,2021-12-04,20.1
Primary School Teacher,England,2021-12-05,19.166666666666668
Primary School Teacher,England,2021-12-06,19.766666666666666
Primary School Teacher,England,2021-12-07,20.566666666666666
Primary School Teacher,England,2021-12-08,20.633333333333333
Primary School Teacher,England,2021-12-09,20.4
Primary School Teacher,England,2021-12-10,20.333333333333332
Primary School Teacher,England,2021-12-11,19.9
Primary School Teacher,England,2021-12-12,19.366666666666667
Primary School Teacher,England,2021-12-13,19.7
Primary School Teacher,England,2021-12-14,20.166666666666668
Primary School Teacher,England,2021-12-15,20.0
Primary School Teacher,England,2021-12-16,20.3
Primary School Teacher,England,2021-12-17,20.2
Primary School Teacher,England,2021-12-18,19.366666666666667
Primary School Teacher,England,2021-12-19,18.266666666666666
Primary School Teacher,England,2021-12-20,19.033333333333335
Primary School Teacher,England,2021-12-21,20.0
Primary School Teacher,England,2021-12-22,20.1
Primary School Teacher,England,2021-12-23,19.266666666666666
Primary School Teacher,England,2021-12-24,18.633333333333333
Primary School Teacher,England,2021-12-25,17.766666666666666
Primary School Teacher,England,2021-12-26,17.133333333333333
Primary School Teacher,England,2021-12-27,16.366666666666667
Primary School Teacher,England,2021-12-28,16.266666666666666
Primary School Teacher,England,2021-12-29,15.733333333333333
Primary School Teacher,England,2021-12-30,14.866666666666667
Primary School Teacher,England,2021-12-31,14.0
Primary School Teacher,England,2022-01-01,13.133333333333333
Primary School Teacher,England,2022-01-02,12.266666666666667
Primary School Teacher,England,2022-01-03,12.266666666666667
Primary School Teacher,England,2022-01-04,13.733333333333333
Primary School Teacher,England,2022-01-05,14.266666666666667
Primary School Teacher,England,2022-01-06,14.233333333333333
Primary School Teacher,England,2022-01-07,15.066666666666666
Primary School Teacher,England,2022-01-08,14.366666666666667
Primary School Teacher,England,2022-01-09,14.3
Primary School Teacher,England,2022-01-10,14.6
Primary School Teacher,England,2022-01-11,15.7
Primary School Teacher,England,2022-01-12,16.133333333333333
Primary School Teacher,England,2022-01-13,17.066666666666666
Primary School Teacher,England,2022-01-14,17.233333333333334
Primary School Teacher,England,2022-01-17,17.928571428571427
Primary School Teacher,England,2022-01-18,18.678571428571427
Primary School Teacher,England,2022-01-19,17.928571428571427
Primary School Teacher,England,2022-01-20,18.107142857142858
Primary School Teacher,England,2022-01-21,18.25
Primary School Teacher,England,2022-01-22,18.107142857142858
Primary School Teacher,England,2022-01-23,17.964285714285715
Primary School Teacher,England,2022-01-24,18.428571428571427
Primary School Teacher,England,2022-01-25,19.535714285714285
Primary School Teacher,England,2022-01-26,20.214285714285715
Primary School Teacher,England,2022-01-27,20.964285714285715
Primary School Teacher,England,2022-01-28,21.857142857142858
Primary School Teacher,England,2022-01-29,21.892857142857142
Primary School Teacher,England,2022-01-30,21.964285714285715
Primary School Teacher,England,2022-01-31,22.678571428571427
Primary School Teacher,England,2022-02-01,24.035714285714285
Primary School Teacher,England,2022-02-02,25.107142857142858
Primary School Teacher,England,2022-02-03,24.464285714285715
Primary School Teacher,England,2022-02-04,23.928571428571427
Primary School Teacher,England,2022-02-06,22.185185185185187
Primary School Teacher,England,2022-02-07,22.62962962962963
Primary School Teacher,England,2022-02-08,23.074074074074073
Primary School Teacher,England,2022-02-09,23.296296296296298
Primary School Teacher,England,2022-02-10,22.40740740740741
Primary School Teacher,England,2022-02-11,22.62962962962963
Primary School Teacher,England,2022-02-12,21.037037037037038
Primary School Teacher,England,2022-02-13,20.14814814814815
Primary School Teacher,England,2022-02-14,19.785714285714285
Primary School Teacher,England,2022-02-15,19.620689655172413
Primary School Teacher,England,2022-02-16,18.655172413793103
Primary School Teacher,England,2022-02-17,18.24137931034483
Primary School Teacher,England,2022-02-18,18.413793103448278
Primary School Teacher,England,2022-02-20,16.892857142857142
Primary School Teacher,England,2022-02-21,17.464285714285715
Primary School Teacher,England,2022-02-22,17.785714285714285
Primary School Teacher,England,2022-02-23,18.607142857142858
Primary School Teacher,England,2022-02-24,18.142857142857142
Primary School Teacher,England,2022-02-25,18.214285714285715
Primary School Teacher,England,2022-02-26,17.5
Primary School Teacher,England,2022-02-27,16.678571428571427
Primary School Teacher,England,2022-02-28,17.071428571428573
Primary School Teacher,England,2022-03-01,18.142857142857142
Primary School Teacher,England,2022-03-02,18.535714285714285
Primary School Teacher,England,2022-03-03,18.142857142857142
Primary School Teacher,England,2022-03-04,17.785714285714285
Primary School Teacher,England,2022-03-05,16.714285714285715
Primary School Teacher,England,2022-03-06,16.0
Primary School Teacher,England,2022-03-07,16.06896551724138
Primary School Teacher,England,2022-03-08,16.82758620689655
Primary School Teacher,England,2022-03-09,16.75862068965517
Primary School Teacher,England,2022-03-10,16.75862068965517
Primary School Teacher,England,2022-03-11,16.862068965517242
Primary School Teacher,England,2022-03-12,16.379310344827587
Primary School Teacher,England,2022-03-13,15.241379310344827
Primary School Teacher,England,2022-03-14,16.17241379310345
Primary School Teacher,England,2022-03-15,17.137931034482758
Primary School Teacher,England,2022-03-16,17.551724137931036
Primary School Teacher,England,2022-03-17,17.93103448275862
Primary School Teacher,England,2022-03-18,18.20689655172414
Primary School Teacher,England,2022-03-19,17.862068965517242
Primary School Teacher,England,2022-03-21,18.17241379310345
Primary School Teacher,England,2022-03-22,19.137931034482758
Primary School Teacher,England,2022-03-23,19.310344827586206
Primary School Teacher,England,2022-03-24,19.482758620689655
Primary School Teacher,England,2022-03-25,19.103448275862068
Primary School Teacher,England,2022-03-26,18.448275862068964
Primary School Teacher,England,2022-03-27,17.655172413793103
Primary School Teacher,England,2022-03-28,18.17241379310345
Primary School Teacher,England,2022-03-29,18.724137931034484
Primary School Teacher,England,2022-03-30,18.689655172413794
Primary School Teacher,England,2022-03-31,17.96551724137931
Primary School Teacher,England,2022-04-01,18.0
Primary School Teacher,England,2022-04-02,17.06896551724138
Primary School Teacher,England,2022-04-03,16.482758620689655
Primary School Teacher,England,2022-04-04,17.0
Primary School Teacher,England,2022-04-05,17.517241379310345
Primary School Teacher,England,2022-04-06,17.896551724137932
Primary School Teacher,England,2022-04-07,18.06896551724138
Primary School Teacher,England,2022-04-08,18.689655172413794
Primary School Teacher,England,2022-04-09,17.82758620689655
Primary School Teacher,England,2022-04-10,17.103448275862068
Primary School Teacher,England,2022-04-11,17.517241379310345
Primary School Teacher,England,2022-04-12,17.96551724137931
Primary School Teacher,England,2022-04-13,17.724137931034484
Primary School Teacher,England,2022-04-14,17.482758620689655
Primary School Teacher,England,2022-04-15,16.79310344827586
Primary School Teacher,England,2022-04-16,15.931034482758621
Primary School Teacher,England,2022-04-17,15.241379310344827
Primary School Teacher,England,2022-04-18,15.241379310344827
Primary School Teacher,England,2022-04-19,15.133333333333333
Primary School Teacher,England,2022-04-20,14.933333333333334
Primary School Teacher,England,2022-04-21,15.033333333333333
Primary School Teacher,England,2022-04-22,14.8
Primary School Teacher,England,2022-04-23,14.233333333333333
Primary School Teacher,England,2022-04-24,13.366666666666667
Primary School Teacher,England,2022-04-25,14.633333333333333
Primary School Teacher,England,2022-04-26,15.566666666666666
Primary School Teacher,England,2022-04-27,15.966666666666667
Primary School Teacher,England,2022-04-28,16.033333333333335
Primary School Teacher,England,2022-04-29,16.466666666666665
Primary School Teacher,England,2022-04-30,16.133333333333333
Primary School Teacher,England,2022-05-01,15.066666666666666
Primary School Teacher,England,2022-05-03,16.413793103448278
Primary School Teacher,England,2022-05-04,16.724137931034484
Primary School Teacher,England,2022-05-05,17.586206896551722
Primary School Teacher,England,2022-05-06,18.0
Primary School Teacher,England,2022-05-07,17.20689655172414
Primary School Teacher,England,2022-05-08,16.06896551724138
Primary School Teacher,England,2022-05-09,16.93103448275862
Primary School Teacher,England,2022-05-10,18.20689655172414
Primary School Teacher,England,2022-05-11,18.655172413793103
Primary School Teacher,England,2022-05-12,19.379310344827587
Primary School Teacher,England,2022-05-13,19.655172413793103
Primary School Teacher,England,2022-05-15,19.571428571428573
Primary School Teacher,England,2022-05-16,20.642857142857142
Primary School Teacher,England,2022-05-17,21.571428571428573
Primary School Teacher,England,2022-05-18,22.607142857142858
Primary School Teacher,England,2022-05-19,23.107142857142858
Primary School Teacher,England,2022-05-20,23.428571428571427
Primary School Teacher,England,2022-05-22,22.51851851851852
Primary School Teacher,England,2022-05-23,23.62962962962963
Primary School Teacher,England,2022-05-24,24.59259259259259
Primary School Teacher,England,2022-05-25,23.77777777777778
Primary School Teacher,England,2022-05-26,23.296296296296298
Primary School Teacher,England,2022-05-27,22.51851851851852
Primary School Teacher,England,2022-05-28,21.814814814814813
Primary School Teacher,England,2022-05-29,20.962962962962962
Primary School Teacher,England,2022-05-30,21.444444444444443
Primary School Teacher,England,2022-05-31,22.0
Primary School Teacher,England,2022-06-01,21.964285714285715
Primary School Teacher,England,2022-06-02,20.857142857142858
Primary School Teacher,England,2022-06-03,20.0
Primary School Teacher,England,2022-06-04,18.5
Primary School Teacher,England,2022-06-06,18.77777777777778
Primary School Teacher,England,2022-06-07,20.0
Primary School Teacher,England,2022-06-08,19.85185185185185
Primary School Teacher,England,2022-06-09,19.74074074074074
Primary School Teacher,England,2022-06-10,19.74074074074074
Primary School Teacher,England,2022-06-11,18.48148148148148
Primary School Teacher,England,2022-06-12,17.444444444444443
Primary School Teacher,England,2022-06-13,18.071428571428573
Primary School Teacher,England,2022-06-14,19.392857142857142
Primary School Teacher,England,2022-06-15,19.142857142857142
Primary School Teacher,England,2022-06-16,19.821428571428573
Primary School Teacher,England,2022-06-17,19.535714285714285
Primary School Teacher,England,2022-06-18,18.714285714285715
Primary School Teacher,England,2022-06-19,17.821428571428573
Primary School Teacher,England,2022-06-20,18.103448275862068
Primary School Teacher,England,2022-06-21,19.0
Primary School Teacher,England,2022-06-22,18.862068965517242
Primary School Teacher,England,2022-06-23,18.448275862068964
Primary School Teacher,England,2022-06-24,18.310344827586206
Primary School Teacher,England,2022-06-25,17.82758620689655
Primary School Teacher,England,2022-06-26,17.586206896551722
Primary School Teacher,England,2022-06-27,18.413793103448278
Primary School Teacher,England,2022-06-28,19.24137931034483
Primary School Teacher,England,2022-06-29,19.344827586206897
Primary School Teacher,England,2022-06-30,20.24137931034483
Primary School Teacher,England,2022-07-01,20.379310344827587
Primary School Teacher,England,2022-07-02,20.310344827586206
Primary School Teacher,England,2022-07-03,20.413793103448278
Primary School Teacher,England,2022-07-04,21.379310344827587
Primary School Teacher,England,2022-07-05,21.4
Primary School Teacher,England,2022-07-06,21.066666666666666
Primary School Teacher,England,2022-07-07,20.8
Primary School Teacher,England,2022-07-08,21.3
Primary School Teacher,England,2022-07-09,20.133333333333333
Primary School Teacher,England,2022-07-10,19.266666666666666
Primary School Teacher,England,2022-07-11,20.0
Primary School Teacher,England,2022-07-12,20.533333333333335
Primary School Teacher,England,2022-07-13,20.066666666666666
Primary School Teacher,England,2022-07-14,19.666666666666668
Primary School Teacher,England,2022-07-15,19.333333333333332
Primary School Teacher,England,2022-07-16,17.866666666666667
Primary School Teacher,England,2022-07-17,17.133333333333333
Primary School Teacher,England,2022-07-18,17.3
Primary School Teacher,England,2022-07-19,17.733333333333334
Primary School Teacher,England,2022-07-20,17.5
Primary School Teacher,England,2022-07-21,17.666666666666668
Primary School Teacher,England,2022-07-22,17.266666666666666
Primary School Teacher,England,2022-07-23,16.8
Primary School Teacher,England,2022-07-25,17.310344827586206
Primary School Teacher,England,2022-07-26,17.896551724137932
Primary School Teacher,England,2022-07-27,17.344827586206897
Primary School Teacher,England,2022-07-28,17.03448275862069
Primary School Teacher,England,2022-07-29,17.137931034482758
Primary School Teacher,England,2022-07-30,15.758620689655173
Primary School Teacher,England,2022-07-31,14.931034482758621
Primary School Teacher,England,2022-08-01,15.551724137931034
Primary School Teacher,England,2022-08-02,16.137931034482758
Primary School Teacher,England,2022-08-03,15.931034482758621
Primary School Teacher,England,2022-08-04,15.586206896551724
Primary School Teacher,England,2022-08-05,15.344827586206897
Primary School Teacher,England,2022-08-07,13.571428571428571
Primary School Teacher,England,2022-08-08,14.035714285714286
Primary School Teacher,England,2022-08-09,14.821428571428571
Primary School Teacher,England,2022-08-10,14.785714285714286
Primary School Teacher,England,2022-08-11,15.107142857142858
Primary School Teacher,England,2022-08-12,15.035714285714286
Primary School Teacher,England,2022-08-15,15.153846153846153
Primary School Teacher,England,2022-08-16,15.923076923076923
Primary School Teacher,England,2022-08-17,16.0
Primary School Teacher,England,2022-08-18,16.076923076923077
Primary School Teacher,England,2022-08-19,15.846153846153847
